user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend_hours,primary_device,household_size,created_at
user_04804,jenniferferguson@example.net,Gail,Lee,29.0,Female,USA,Illinois,Lisaborough,Basic,2024-09-13,True,5.84,Desktop,8.0,2024-11-20 12:24:44.092823
user_04805,ybrown@example.org,Mary,Smith,24.0,Other,USA,Arizona,Connortown,Premium+,2024-10-28,True,21.78,Tablet,2.0,2025-07-25 16:22:33.609285
user_04806,briangonzalez@example.com,Jessica,Park,30.0,Male,USA,Illinois,New David,Premium,2025-06-13,True,7.23,Laptop,3.0,2022-10-05 05:49:01.647242
user_04809,burnssandra@example.com,Alicia,Powell,20.0,Other,USA,Washington,Turnerborough,Premium,2022-11-06,True,19.29,Tablet,2.0,2023-07-12 11:40:54.090173
user_04815,lloydlynn@example.net,Jane,Parker,25.0,Male,USA,New York,East Kathrynberg,Standard,2024-11-20,True,9.14,Tablet,4.0,2024-08-24 13:43:59.567515
user_04819,taylor62@example.org,Christopher,Nunez,24.0,Female,Canada,Ontario,Davidfurt,Premium+,2023-02-23,True,13.82,Smart TV,2.0,2023-10-07 00:26:18.764532
user_04821,beardanna@example.com,Christian,Cooke,27.0,Female,Canada,Nova Scotia,North Lindsayview,Basic,2023-08-28,True,16.94,Gaming Console,2.0,2025-05-27 20:11:04.870087
user_04822,mikekim@example.com,Charles,Mitchell,21.0,Female,USA,Arizona,Amandaborough,Standard,2023-02-14,True,17.08,Gaming Console,,2023-08-31 19:06:29.910626
user_04832,bullockdebra@example.net,Jamie,Sandoval,29.0,Male,Canada,Nova Scotia,New Josephmouth,Basic,2023-07-23,True,5.15,Gaming Console,3.0,2022-11-06 13:30:04.536023
user_04834,marccalderon@example.org,Andrew,Walker,29.0,Female,Canada,Prince Edward Island,Vazqueztown,Premium+,2022-09-25,True,13.87,Gaming Console,5.0,2023-02-01 04:49:08.727823
user_04836,leekaylee@example.com,Amanda,Gordon,27.0,Other,USA,Georgia,Hughesmouth,Premium,2024-03-15,True,8.6,Tablet,6.0,2023-03-15 07:53:04.871251
user_04840,marcusbrown@example.org,James,Harrington,29.0,Female,USA,Virginia,Sanchezland,Premium+,2023-10-03,True,10.78,Desktop,4.0,2024-06-11 21:44:50.123434
user_04845,gmitchell@example.net,Roger,Evans,24.0,Male,Canada,Manitoba,Harriston,Premium,2024-05-10,True,5.6,Smart TV,2.0,2023-02-09 17:25:37.136308
user_04848,kellie36@example.org,Cathy,Dunlap,22.0,Female,USA,Ohio,Peckview,Standard,2024-02-10,True,31.87,Tablet,3.0,2022-12-12 21:07:03.833454
user_04850,marvinmartinez@example.net,Stephen,Green,18.0,Male,Canada,Nova Scotia,Colemanchester,Basic,2025-05-14,True,17.99,Gaming Console,1.0,2025-07-25 16:19:52.757536
user_04856,amymoore@example.com,Ashley,Lane,30.0,Male,Canada,Ontario,South Stephen,Standard,2024-09-21,True,7.72,Smart TV,4.0,2024-06-16 20:56:28.575688
user_04859,rogergomez@example.net,Ashley,Mcdowell,22.0,Male,Canada,British Columbia,North Julia,Basic,2024-10-31,True,,Laptop,3.0,2025-06-25 08:17:36.541399
user_04860,patelandrea@example.org,Nathan,Maynard,30.0,Female,USA,Florida,North Albertville,Standard,2025-05-26,True,1.99,Tablet,2.0,2025-07-29 01:22:42.670214
user_04871,fflores@example.com,Johnny,Schmidt,22.0,Male,USA,Texas,Sarahmouth,Standard,2023-01-20,True,10.44,Tablet,6.0,2024-10-25 14:06:10.279482
user_04873,dixonholly@example.org,Aimee,Thompson,25.0,Female,USA,Massachusetts,New Danielle,Standard,2022-11-04,True,13.3,Gaming Console,4.0,2022-11-08 01:37:15.296626
user_04882,nguyencarl@example.com,David,Barnes,20.0,,Canada,Manitoba,East Jeffrey,Premium,2024-10-11,True,9.15,Tablet,,2022-10-13 18:42:19.345237
user_04887,fharris@example.com,Danielle,Carson,22.0,Female,USA,Texas,Gibsonchester,Premium,2023-02-03,True,6.73,Smart TV,2.0,2025-03-19 20:13:44.667687
user_04891,joshuasalas@example.com,Jennifer,Foster,30.0,,USA,Michigan,Wallaceburgh,Basic,2022-08-07,True,4.04,Gaming Console,2.0,2023-09-01 00:43:27.200317
user_04896,ashley31@example.net,Robert,Gonzalez,29.0,Female,USA,Pennsylvania,North Danielle,Premium,2023-09-22,True,37.05,Tablet,1.0,2023-03-04 02:53:21.953134
user_04898,michael08@example.com,Benjamin,Hamilton,29.0,Female,USA,Virginia,North Sean,Standard,2024-08-05,True,,Desktop,1.0,2024-12-16 08:54:49.919036
user_04901,brandonlewis@example.net,Willie,Lloyd,28.0,Prefer not to say,USA,Virginia,West Calvintown,Premium,2025-06-09,True,27.89,Mobile,6.0,2023-01-05 16:45:24.473058
user_04908,garciamichael@example.net,Candace,Rhodes,29.0,Female,Canada,Alberta,New Williamborough,Premium,2025-05-07,True,19.16,Tablet,4.0,2023-11-13 05:55:47.651862
user_04910,mhorton@example.net,Donald,Anderson,28.0,Other,Canada,Manitoba,Gordonburgh,Basic,2024-08-08,False,10.65,Gaming Console,,2024-12-28 13:13:11.136304
user_04912,kimberlymartinez@example.org,Brenda,Bradley,25.0,Female,USA,Pennsylvania,West Debbie,Basic,2023-01-06,True,22.09,Smart TV,2.0,2025-05-17 04:22:16.352793
user_04917,juan11@example.com,Harold,Stewart,21.0,Female,USA,Ohio,East Patriciaburgh,Basic,2024-01-23,True,3.85,Smart TV,3.0,2024-04-06 03:47:43.950138
user_04921,scottbartlett@example.net,Ryan,Sweeney,20.0,Male,Canada,Saskatchewan,East Codyview,Premium+,2022-12-21,True,6.67,Gaming Console,3.0,2025-07-28 11:23:28.218084
user_04924,lauren24@example.net,Paul,Carlson,29.0,Prefer not to say,USA,Texas,North Kimberlyshire,Standard,2024-05-10,True,24.82,Desktop,2.0,2025-03-16 02:00:41.498363
user_04932,jerry23@example.net,Michael,Washington,23.0,Male,USA,Virginia,Jacksonville,Standard,2024-12-23,True,23.27,Desktop,2.0,2024-03-09 22:49:26.848325
user_04935,pamelarodriguez@example.com,Kristine,Hunter,24.0,Male,Canada,Quebec,Monicatown,Standard,2025-07-14,True,11.61,Mobile,,2023-06-26 23:31:41.531147
user_04936,mooremike@example.com,Matthew,Winters,24.0,Male,USA,North Carolina,Amberhaven,Premium,2024-04-16,True,14.88,Laptop,3.0,2024-03-03 01:16:33.110589
user_04937,scottjessica@example.org,Carol,Matthews,24.0,Female,USA,Illinois,West Anita,Premium,2024-09-24,False,19.62,Smart TV,2.0,2024-11-01 15:03:31.626812
user_04939,emma62@example.org,Heather,Robinson,22.0,Male,USA,Florida,Apriltown,Premium,2024-07-05,True,7.61,Laptop,2.0,2024-03-28 06:58:55.638478
user_04942,breannayoung@example.com,Robert,Wolfe,29.0,Female,Canada,New Brunswick,Loriville,Standard,2023-07-22,True,31.44,Smart TV,2.0,2024-03-05 01:30:31.383282
user_04944,grobinson@example.org,William,Tran,28.0,Female,Canada,British Columbia,West Jesse,Standard,2022-12-14,True,,Gaming Console,2.0,2023-04-17 22:24:16.931128
user_04953,bridget28@example.net,Angela,Snyder,23.0,Male,Canada,British Columbia,Sarahland,Standard,2024-05-04,False,16.26,Tablet,2.0,2022-11-08 05:22:24.913870
user_04957,willievaldez@example.com,Donald,Harrison,26.0,Male,Canada,Saskatchewan,Brentport,Standard,2024-03-25,True,20.38,Mobile,4.0,2024-11-13 15:12:28.503181
user_04960,tiffanysanchez@example.net,Daniel,Harris,23.0,Male,Canada,Saskatchewan,East Rebeccabury,Standard,2025-07-17,True,24.04,Desktop,4.0,2025-03-23 20:39:10.473379
user_04962,htorres@example.net,Daniel,Lozano,27.0,,USA,Washington,South Tara,Standard,2023-02-07,True,12.64,Mobile,3.0,2024-11-10 11:36:57.269232
user_04965,victoria25@example.net,Mary,Mcpherson,18.0,Female,USA,Missouri,East Charleschester,Standard,2023-09-10,True,13.07,Laptop,1.0,2023-04-28 02:59:45.055948
user_04968,scott46@example.com,Douglas,Garcia,19.0,Female,USA,Arizona,Lake Juan,Premium,2023-04-10,False,24.38,Tablet,3.0,2023-10-11 15:23:25.020670
user_04972,greertammy@example.net,Tammy,James,28.0,Female,Canada,Quebec,West Hayley,Standard,2023-08-29,True,13.84,Desktop,3.0,2024-07-25 03:35:44.266009
user_04975,joshuawelch@example.org,Gary,Brown,21.0,Other,USA,Wisconsin,South Jasonside,Basic,2025-04-24,True,10.01,Smart TV,1.0,2023-11-16 07:45:18.756826
user_04977,garymann@example.org,Christopher,Cordova,30.0,Female,USA,Missouri,New Pamela,Standard,2025-05-19,True,15.06,Laptop,4.0,2023-01-07 23:24:55.012019
user_04978,donald00@example.net,Lori,Patrick,18.0,Female,Canada,Manitoba,West Hannahfort,Standard,2024-03-25,True,21.58,Mobile,3.0,2025-03-30 05:34:36.417333
user_04988,dgarza@example.net,Caitlyn,Gibson,26.0,Male,Canada,Newfoundland and Labrador,West Anaberg,Premium,2024-12-14,True,11.8,Smart TV,3.0,2025-04-01 01:09:49.518141
user_04995,teresa21@example.com,Robert,Bradley,27.0,Male,Canada,Prince Edward Island,North Crystal,Standard,2023-05-02,True,7.95,Tablet,4.0,2025-04-03 17:30:05.792957
user_04996,jclark@example.com,Timothy,Terrell,28.0,Male,USA,Wisconsin,Lake Emilyfort,Standard,2024-05-10,True,12.15,Mobile,1.0,2023-11-29 11:48:03.400997
user_05007,dbrown@example.org,Raymond,Oliver,24.0,Male,USA,Virginia,Curryshire,Basic,2024-11-27,False,8.29,Desktop,3.0,2023-11-21 10:09:40.319926
user_05021,andersonjoseph@example.com,Alexandra,Carpenter,27.0,,USA,Florida,Lake Matthew,Standard,2025-06-09,True,15.68,Smart TV,1.0,2025-07-06 07:06:39.489972
user_05024,rchoi@example.net,Kendra,Butler,18.0,Female,Canada,Saskatchewan,Port Jacquelineshire,Premium,2023-05-09,True,8.59,Tablet,5.0,2022-12-05 15:57:35.504582
user_05027,paultownsend@example.com,Samuel,Lewis,29.0,Female,Canada,British Columbia,North Cristinaborough,Premium+,2024-08-10,True,11.48,Tablet,6.0,2024-10-31 04:53:08.201190
user_05033,daniellewise@example.net,Sandra,Mendoza,27.0,Female,USA,New York,New Kathleenburgh,Premium,2024-02-09,True,14.45,Tablet,2.0,2023-02-09 14:49:09.249272
user_05035,mpark@example.net,Rodney,Thomas,29.0,Male,USA,Tennessee,Figueroaport,Premium,2025-04-30,True,14.33,Tablet,4.0,2024-10-04 03:31:30.784149
user_05039,heidi31@example.org,Alyssa,Montgomery,21.0,Female,Canada,Nova Scotia,South Christina,Premium+,2023-04-08,True,16.41,Smart TV,2.0,2024-11-07 00:11:43.829119
user_05041,joseph40@example.com,Katherine,Horn,26.0,Female,USA,Indiana,West Brenda,Standard,2025-05-05,True,,Laptop,2.0,2025-03-02 19:07:58.737176
user_05042,ngarcia@example.net,Jennifer,Williams,24.0,Male,USA,Washington,Rangelborough,Basic,2024-04-27,True,13.81,Gaming Console,3.0,2025-05-27 19:25:46.547564
user_05050,martinnathaniel@example.org,William,Bell,25.0,Male,Canada,Manitoba,Huynhside,Standard,2025-04-01,False,24.0,Smart TV,3.0,2023-07-04 10:38:14.999255
user_05074,bruceroberto@example.net,Michael,Gomez,29.0,Female,USA,New York,Smithton,Premium+,2023-07-13,True,23.73,Gaming Console,2.0,2022-08-16 20:41:05.821702
user_05077,marc86@example.net,Philip,Coleman,28.0,Other,Canada,Ontario,North Rodney,Standard,2024-02-19,False,23.25,Smart TV,3.0,2022-09-16 04:43:50.087685
user_05079,barnesdaniel@example.org,Jacqueline,Carter,29.0,,Canada,Manitoba,New Carrieport,Premium,2022-11-17,True,34.21,Tablet,,2024-08-10 15:32:41.542466
user_05085,rachel05@example.net,Elizabeth,Hawkins,18.0,Other,USA,Illinois,Lesliefurt,Premium+,2023-10-05,True,,Gaming Console,4.0,2024-01-05 10:24:18.512755
user_05091,laura65@example.org,Cynthia,Simmons,20.0,Female,USA,Virginia,West Jason,Standard,2022-09-17,False,29.9,Laptop,,2022-12-20 14:30:01.123258
user_05099,chungbrian@example.net,Rachel,Gonzalez,26.0,Male,USA,New Jersey,New Cynthiamouth,Premium,2025-07-14,True,2.86,Tablet,1.0,2022-12-01 15:59:38.190911
user_05101,rowen@example.com,Nicole,Gonzales,26.0,,USA,New Jersey,Cynthiaport,Premium+,2025-03-09,True,8.4,Gaming Console,,2022-10-31 07:48:36.438832
user_05103,jared44@example.net,Kathryn,Cantu,29.0,Male,Canada,Prince Edward Island,Lucasville,Premium,2023-11-28,True,35.22,Laptop,7.0,2023-10-23 19:40:34.121214
user_05109,kevinsmith@example.net,Brandon,Schneider,22.0,Female,Canada,Newfoundland and Labrador,West Sandrafurt,Premium,2023-04-24,True,9.83,Gaming Console,7.0,2024-12-01 23:44:18.458109
user_05110,williamsrebecca@example.net,Trevor,Weaver,28.0,Female,Canada,Saskatchewan,Brandonfort,Standard,2024-10-19,True,16.84,Tablet,4.0,2025-07-26 16:09:39.371573
user_05123,brendaduncan@example.com,Wendy,Edwards,27.0,Female,USA,Wisconsin,North Jonathan,Standard,2024-06-22,True,15.58,Smart TV,,2025-06-04 18:15:25.964797
user_05125,dennis87@example.com,Kimberly,Montes,26.0,Female,USA,New York,Lake Craig,Premium+,2022-12-16,False,24.33,Mobile,1.0,2025-02-14 02:43:09.117802
user_05126,umoyer@example.org,Steven,Wilson,27.0,Female,Canada,Manitoba,Port Kimberlymouth,Basic,2025-07-28,True,,Gaming Console,7.0,2024-11-08 07:10:51.382495
user_05138,johnsonpatricia@example.org,Kristin,Rice,23.0,Other,USA,Maryland,West Sergio,Premium,2025-05-24,True,,Desktop,2.0,2024-07-02 23:01:13.344528
user_05139,pgonzalez@example.com,Julia,Martin,20.0,Male,Canada,Manitoba,South Andrewchester,Premium,2025-06-23,True,5.78,Mobile,3.0,2024-11-14 05:20:25.283881
user_05144,thomassmith@example.org,Patricia,Farrell,25.0,Female,USA,Washington,Freemanborough,Premium,2025-02-14,False,6.02,Smart TV,2.0,2025-05-02 07:39:22.403957
user_05150,jonathan38@example.org,Sean,Green,30.0,Male,USA,Illinois,Carlaton,Basic,2024-08-08,True,9.59,Tablet,2.0,2025-01-18 13:34:10.015013
user_05157,andrewbrady@example.org,Mark,Baker,28.0,Female,Canada,Nova Scotia,East Sarah,Premium,2022-12-12,False,20.25,Mobile,2.0,2023-12-19 23:36:40.828312
user_05160,benjaminross@example.org,Matthew,Villa,29.0,Male,USA,Maryland,Quinnmouth,Basic,2025-07-19,True,5.09,Smart TV,3.0,2025-05-24 03:56:55.318261
user_05163,nelsonjohn@example.com,Roger,Johnson,18.0,Male,USA,Michigan,Lake Meganport,Standard,2024-02-09,True,15.84,Laptop,2.0,2025-02-17 04:43:48.905589
user_05173,alandorsey@example.net,Colin,Malone,21.0,,USA,Georgia,Lake Maria,Standard,2024-03-18,False,7.56,Mobile,,2025-05-04 10:01:57.242393
user_05176,michaelgraves@example.com,Paula,Miller,22.0,Male,USA,Washington,South Sergioberg,Premium,2024-07-25,True,1.57,Tablet,7.0,2023-11-17 15:38:52.447952
user_05178,anthony03@example.com,Kathryn,Madden,23.0,Female,USA,Tennessee,West Elizabethtown,Premium,2024-04-06,True,20.88,Laptop,1.0,2023-01-30 02:59:30.409038
user_05179,dustinlowery@example.net,Alex,Bell,18.0,Prefer not to say,USA,Washington,West Lucas,Premium,2024-05-17,True,13.36,Tablet,3.0,2025-03-13 03:10:40.915924
user_05182,jerry45@example.net,Cassandra,Payne,22.0,Male,Canada,Prince Edward Island,Heatherville,Standard,2025-07-02,True,10.32,Mobile,1.0,2025-01-08 07:09:06.868905
user_05185,stevenromero@example.org,Victoria,Thomas,25.0,Other,Canada,Manitoba,New Jodiland,Premium,2023-03-06,False,8.27,Smart TV,5.0,2023-01-06 05:40:27.002154
user_05189,james10@example.org,Patricia,Miller,21.0,Female,USA,Wisconsin,Patriciafurt,Premium,2023-12-01,True,4.56,Tablet,3.0,2023-09-23 16:44:17.712846
user_05200,hgardner@example.com,Shelly,Henderson,28.0,Female,USA,Texas,West Michaelville,Standard,2023-07-31,True,8.3,Laptop,5.0,2024-07-29 08:01:33.317840
user_05201,hbrewer@example.com,Michelle,Wilson,25.0,Male,USA,California,Davidbury,Standard,2023-07-01,True,19.21,Desktop,3.0,2023-02-24 21:19:31.024277
user_05203,sarah95@example.net,Pamela,Page,24.0,Male,Canada,Newfoundland and Labrador,Katelynton,Premium,2023-11-02,True,47.49,Smart TV,,2022-12-24 19:27:08.265179
user_05207,hsantos@example.com,Jason,Thomas,27.0,Female,Canada,Manitoba,East Briantown,Standard,2024-03-27,True,15.03,Laptop,3.0,2023-04-23 15:05:36.009642
user_05209,mmccann@example.org,Nichole,Allen,23.0,Female,USA,New York,North Johnmouth,Basic,2024-04-04,False,4.96,Gaming Console,3.0,2023-06-11 07:19:47.006354
user_05210,dixonomar@example.org,Bruce,Hernandez,30.0,Prefer not to say,USA,North Carolina,Acostafort,Premium,2023-11-27,True,11.67,Desktop,3.0,2022-10-10 15:58:23.774669
user_05216,farleyandrew@example.net,Kimberly,Tyler,27.0,Male,USA,Pennsylvania,Danielchester,Premium,2024-11-04,True,,Laptop,4.0,2022-08-31 17:39:16.322444
user_05217,acook@example.com,Elizabeth,Chapman,25.0,Male,Canada,Alberta,Castilloborough,Premium,2023-02-21,False,22.45,Tablet,1.0,2022-11-27 10:26:11.719475
user_05220,jeffrey40@example.net,Anthony,Brock,30.0,,USA,Texas,Lewistown,Basic,2022-11-03,True,15.3,Laptop,1.0,2023-04-16 14:46:35.781224
user_05221,joshua92@example.org,Jonathan,Barber,27.0,Male,Canada,Manitoba,East Kennethland,Standard,2024-10-28,True,22.7,Gaming Console,1.0,2023-08-17 20:48:00.045290
user_05228,nmiller@example.net,John,Friedman,23.0,Female,Canada,New Brunswick,North Eric,Basic,2023-08-29,True,26.11,Smart TV,1.0,2025-01-07 19:32:02.223098
user_05229,ethompson@example.net,Chad,Liu,18.0,Male,USA,Michigan,Bradleymouth,Premium,2022-11-12,False,11.63,Desktop,1.0,2023-05-06 17:55:19.458961
user_05233,shirley62@example.com,Brittany,Hudson,29.0,Male,USA,Ohio,New Sandra,Premium+,2025-07-02,True,13.66,Tablet,3.0,2023-11-04 09:09:19.639258
user_05238,morgan81@example.com,Joshua,Phillips,30.0,Male,USA,Arizona,Salazarstad,Premium,2023-08-18,True,2.99,Tablet,3.0,2023-09-23 21:04:09.673306
user_05240,zschaefer@example.org,Earl,Sanders,25.0,Female,USA,Texas,Lake Robert,Standard,2023-04-30,True,7.17,Tablet,2.0,2025-07-26 01:09:44.102161
user_05244,catherine73@example.org,Sandra,Jennings,21.0,Male,USA,New York,Brittanyview,Basic,2024-04-20,True,11.21,Smart TV,3.0,2024-03-23 09:39:46.191568
user_05251,edawson@example.org,Karen,Wilcox,24.0,Female,Canada,Prince Edward Island,Reedton,Premium,2024-10-31,True,9.96,Gaming Console,,2025-07-30 10:24:33.856978
user_05252,paula90@example.com,Jennifer,Wilcox,30.0,Male,USA,Maryland,Port Ryanstad,Premium,2024-01-28,True,3.15,Mobile,6.0,2024-02-27 04:37:47.279042
user_05253,wongwilliam@example.org,Christopher,Brooks,29.0,Other,USA,Pennsylvania,New Amy,Basic,2022-10-19,True,15.69,Mobile,2.0,2022-12-14 21:36:53.251894
user_05266,roy65@example.net,Robert,Gardner,21.0,Male,USA,Tennessee,Sarahchester,Standard,2023-09-19,True,33.48,Desktop,3.0,2023-08-28 23:38:26.599281
user_05273,carlsonmark@example.org,Thomas,Allen,24.0,Prefer not to say,Canada,Manitoba,New Jean,Basic,2025-02-27,True,5.53,Gaming Console,2.0,2025-07-05 00:20:48.842345
user_05278,donnahartman@example.org,Derek,Burton,23.0,Male,USA,Texas,New Lori,Standard,2024-02-07,True,6.79,Smart TV,3.0,2023-12-05 19:56:55.449077
user_05290,hjones@example.com,Kathryn,Thompson,21.0,Female,USA,Missouri,East Rebekah,Premium+,2023-06-08,True,17.7,Mobile,3.0,2023-05-03 20:56:37.544377
user_05291,bzimmerman@example.net,Cory,Vega,28.0,Other,USA,Ohio,South Linda,Standard,2022-11-24,True,31.33,Mobile,,2022-08-27 21:17:55.860788
user_05293,seanduffy@example.com,Brett,Tucker,26.0,Male,USA,California,Willisburgh,Premium,2024-02-06,True,6.85,Gaming Console,2.0,2024-03-20 02:10:50.551354
user_05296,christinawilkins@example.net,Patrick,Cruz,26.0,Male,USA,Massachusetts,Loribury,Basic,2022-10-11,True,15.08,Smart TV,2.0,2022-08-23 02:42:42.256201
user_05298,qanderson@example.org,Sarah,Wiley,30.0,Male,USA,North Carolina,Mendezbury,Standard,2024-09-22,True,12.0,Laptop,,2024-05-17 00:36:32.497531
user_05301,daniellemartinez@example.org,Isaiah,Hammond,29.0,Male,USA,Tennessee,South Jacob,Basic,2023-10-13,True,12.85,Mobile,2.0,2023-05-16 09:59:48.728368
user_05303,cellis@example.net,Philip,Salazar,28.0,Female,USA,Michigan,South James,Standard,2023-08-19,True,9.77,Smart TV,,2024-12-03 06:25:05.511223
user_05305,thomassmith@example.net,Regina,Middleton,19.0,Other,USA,Wisconsin,Lake Jenniferchester,Premium,2024-02-02,False,12.91,Smart TV,,2022-09-21 14:04:09.237182
user_05306,oconnorthomas@example.net,Laurie,Mitchell,29.0,Female,Canada,Nova Scotia,Manningside,Standard,2024-07-16,False,,Smart TV,2.0,2023-02-04 03:22:05.152383
user_05312,jasonrobinson@example.org,Jonathan,Chen,26.0,Female,USA,Tennessee,Henrystad,Premium,2025-02-19,False,38.81,Desktop,5.0,2025-02-15 14:19:46.630951
user_05313,fedwards@example.com,Samuel,Rowe,29.0,Male,USA,Georgia,Port Alextown,Standard,2025-03-03,False,,Laptop,2.0,2024-09-03 06:09:29.279907
user_05317,ericpalmer@example.net,Denise,Martinez,29.0,Male,USA,Ohio,Harperfurt,Standard,2024-05-21,False,11.28,Desktop,2.0,2023-04-29 16:07:39.194240
user_05321,simmonsjohn@example.org,Duane,Alvarado,26.0,Male,USA,California,North Brandi,Premium,2022-12-01,False,2.62,Gaming Console,2.0,2024-02-06 02:36:19.748628
user_05324,urivera@example.com,Heather,Carter,21.0,Other,Canada,Nova Scotia,Robinsonton,Premium,2024-08-27,True,8.39,Desktop,1.0,2023-01-03 11:24:27.563644
user_05325,phillipwood@example.org,James,Anderson,24.0,,USA,Indiana,Baileyfort,Basic,2023-10-02,True,2.93,Tablet,5.0,2022-08-04 22:19:49.132853
user_05328,richardpaul@example.org,Mason,White,23.0,Female,USA,Texas,Williamton,Premium+,2023-02-24,True,47.14,Mobile,3.0,2023-05-28 21:59:42.931960
user_05334,rachaelstout@example.net,Nicole,Mitchell,20.0,Male,USA,Wisconsin,New Cassandra,Premium,2023-08-08,False,10.2,Mobile,,2024-02-19 12:03:38.935091
user_05338,timothyleonard@example.org,James,Carter,28.0,Male,USA,Washington,Lake Tylerhaven,Standard,2024-12-16,False,2.66,Smart TV,3.0,2023-10-19 23:09:35.757544
user_05340,castillojessica@example.net,Robert,Graves,24.0,Female,Canada,Prince Edward Island,Lake Alan,Premium,2024-04-21,True,8.7,Tablet,4.0,2022-08-21 02:14:57.367882
user_05350,dawn07@example.com,Drew,Reed,25.0,Male,Canada,Quebec,Jessicashire,Premium+,2024-09-17,True,12.81,Laptop,2.0,2024-12-02 14:37:38.478040
user_05355,joshuawood@example.net,Peggy,Davis,30.0,Male,USA,Georgia,North Michele,Premium+,2023-10-20,True,13.27,Laptop,2.0,2022-11-27 22:57:17.174455
user_05358,lorilewis@example.com,Christopher,Gardner,26.0,Male,USA,Wisconsin,Cheyenneland,Premium+,2024-10-22,True,12.74,Laptop,5.0,2025-05-09 07:24:38.180368
user_05361,zbeck@example.com,Carol,Bishop,23.0,Female,Canada,Prince Edward Island,Mosleystad,Premium,2023-03-18,True,16.17,Tablet,4.0,2024-03-09 23:34:33.645448
user_05362,bbailey@example.net,Holly,Wells,27.0,Male,Canada,Nova Scotia,West Seth,Premium,2025-03-18,True,17.2,Gaming Console,3.0,2025-04-11 14:12:05.640057
user_05364,brownrobert@example.net,Thomas,Powers,25.0,Female,USA,Illinois,Port Robintown,Basic,2025-03-07,True,17.33,Desktop,5.0,2024-02-18 22:10:57.178961
user_05366,helentrujillo@example.org,Robert,White,20.0,Female,Canada,Saskatchewan,Ashleytown,Premium,2024-06-17,True,10.75,Gaming Console,3.0,2023-10-02 12:07:22.173302
user_05378,jeffery89@example.net,Brian,Hill,23.0,Other,USA,Massachusetts,South Lonniemouth,Premium,2023-01-14,True,19.04,Gaming Console,4.0,2022-09-30 19:07:02.548803
user_05385,kyle35@example.com,Zachary,Shaw,25.0,Male,USA,California,South Davidshire,Standard,2022-09-20,True,38.71,Laptop,2.0,2023-12-25 21:36:24.541524
user_05389,iwalker@example.org,Samantha,Phillips,27.0,Female,USA,Missouri,North Aaron,Standard,2023-05-24,True,2.42,Desktop,5.0,2023-04-05 22:18:46.631088
user_05394,jessicasnyder@example.com,Jared,Taylor,27.0,Male,USA,North Carolina,Michelleville,Basic,2022-12-31,True,19.18,Mobile,,2025-05-28 12:16:43.775250
user_05395,julia14@example.net,Joyce,Duffy,18.0,Male,Canada,Quebec,West Bobby,Standard,2023-10-06,True,12.54,Desktop,2.0,2024-01-28 17:38:04.755082
user_05401,sparksgary@example.net,Dawn,Brown,25.0,Prefer not to say,USA,Arizona,North Jill,Standard,2023-02-04,True,5.77,Desktop,3.0,2023-07-06 17:53:37.257882
user_05402,james58@example.com,David,Lozano,28.0,Female,USA,Indiana,Lake Annton,Premium,2022-12-08,True,,Desktop,1.0,2025-07-17 09:46:49.768052
user_05404,gonzalesdawn@example.com,Calvin,Lucas,28.0,,USA,Indiana,South Edward,Premium,2024-07-08,True,11.4,Desktop,3.0,2025-05-12 05:07:50.491017
user_05405,lisa34@example.net,Frank,Mills,30.0,Female,USA,Tennessee,Blairtown,Standard,2023-06-12,True,17.56,Smart TV,3.0,2024-08-23 21:35:35.191209
user_05409,montoyaronald@example.net,Jessica,Jackson,29.0,,Canada,Quebec,Jonesmouth,Premium,2022-09-15,True,6.91,Tablet,2.0,2024-06-22 19:35:46.476619
user_05410,kellimcclain@example.org,Erika,Cruz,23.0,Male,Canada,British Columbia,Barryhaven,Premium+,2024-08-31,False,15.53,Tablet,,2024-06-20 12:49:00.822812
user_05413,maryjohnson@example.net,Jeanette,Holmes,29.0,Male,USA,Pennsylvania,Port Bethanyhaven,Basic,2023-07-24,True,33.36,Laptop,,2024-11-17 15:48:46.406379
user_05414,juliebooker@example.com,Brad,Rodriguez,23.0,Female,USA,Virginia,Jacquelineport,Basic,2024-09-29,True,23.11,Smart TV,1.0,2024-05-18 17:23:33.631267
user_05415,hernandezalan@example.com,Brittany,Owen,24.0,Female,USA,Tennessee,South Debra,Premium,2023-06-21,True,13.18,Mobile,7.0,2024-03-23 12:13:31.325045
user_05422,lthomas@example.com,Mary,Adams,27.0,Male,Canada,Ontario,Clarktown,Standard,2024-12-12,True,41.14,Desktop,2.0,2025-06-22 00:50:13.151458
user_05435,kim09@example.com,Crystal,Garcia,29.0,Female,USA,California,Port Bryanstad,Basic,2023-04-19,False,6.18,Mobile,4.0,2023-05-31 20:09:10.898634
user_05447,webercarrie@example.org,William,Rodriguez,22.0,Female,Canada,Newfoundland and Labrador,Clementsmouth,Basic,2024-02-06,True,9.52,Desktop,4.0,2023-01-29 22:47:15.700785
user_05460,nicholasyoung@example.org,Richard,Conway,18.0,Female,Canada,Ontario,South Samanthabury,Basic,2024-11-04,True,24.08,Laptop,1.0,2025-04-23 17:43:23.118505
user_05465,sanchezerin@example.net,Robert,Winters,28.0,Female,USA,Maryland,Fosterbury,Standard,2022-09-20,True,19.54,Mobile,,2023-01-29 14:33:17.226771
